Ohio, Precipitation
Units: Inches
Base Period: 2015-2022
Missing: -99
Date,Value,Anomaly
201501,2.46,-0.22
201502,1.47,-1.86
201503,3.52,-0.19
201504,4.58,0.77
201505,3.34,-1.05
201506,8.03,3.11
201507,4.75,0.35
201508,2.49,-1.17
201509,3.07,-0.31
201510,2.76,-0.79
201511,2.24,-0.63
201512,4.30,1.15
201601,1.34,-1.34
201602,3.24,-0.09
201603,4.01,0.30
201604,3.40,-0.41
201605,3.40,-0.99
201606,3.29,-1.63
201607,3.23,-1.17
201608,4.20,0.54
201609,3.72,0.34
201610,2.93,-0.62
201611,1.31,-1.56
201612,3.32,0.17
201701,4.06,1.38
201702,2.03,-1.30
201703,4.50,0.79
201704,4.06,0.25
201705,5.29,0.90
201706,4.62,-0.30
201707,6.29,1.89
201708,2.32,-1.34
201709,1.87,-1.51
201710,3.77,0.22
201711,5.14,2.27
201712,1.56,-1.59
201801,2.31,-0.37
201802,5.40,2.07
201803,3.30,-0.41
201804,4.63,0.82
201805,4.00,-0.39
201806,5.50,0.58
201807,3.26,-1.14
201808,4.96,1.30
201809,6.30,2.92
201810,2.77,-0.78
201811,5.16,2.29
201812,3.34,0.19
201901,3.42,0.74
201902,4.69,1.36
201903,3.54,-0.17
201904,4.31,0.50
201905,4.82,0.43
201906,6.76,1.84
201907,4.45,0.05
201908,3.64,-0.02
201909,1.74,-1.64
201910,3.80,0.25
201911,2.19,-0.68
201912,3.51,0.36
202001,3.51,0.83
202002,2.98,-0.35
202003,4.98,1.27
202004,3.66,-0.15
202005,5.11,0.72
202006,3.12,-1.80
202007,3.16,-1.24
202008,3.71,0.05
202009,3.18,-0.20
202010,4.19,0.64
202011,2.51,-0.36
202012,2.21,-0.94
202101,1.98,-0.70
202102,2.03,-1.30
202103,2.98,-0.73
202104,2.88,-0.93
202105,3.79,-0.60
202106,4.25,-0.67
202107,5.66,1.26
202108,4.29,0.63
202109,3.79,0.41
202110,4.64,1.09
202111,1.56,-1.31
202112,3.81,0.66
202201,2.32,-0.36
202202,4.83,1.50
202203,2.82,-0.89
202204,2.96,-0.85
202205,5.39,1.00
202206,3.82,-1.10
